trade_date,pnl_eod,contract
2024-11-21,-1.81,NVDA2517D155
2024-11-22,-2.5,NVDA2517D155
2024-11-25,-3.41,NVDA2517D155
2024-11-26,-1.0,NVDA2517D155
2024-11-27,-0.06,NVDA2517D155
2024-11-29,0.35,NVDA2517D155
2024-12-02,-0.36,NVDA2517D155
2024-12-03,0.44,NVDA2517D155
2024-12-04,1.15,NVDA2517D155
2024-12-05,-0.06,NVDA2517D155
2024-12-06,-1.0,NVDA2517D155
2024-12-09,0.0,NVDA2517D155
2024-12-10,-1.6,NVDA2517D155
2024-12-11,-0.46,NVDA2517D155
2024-12-12,0.09,NVDA2517D155
2024-12-13,-1.3,NVDA2517D155
2024-12-16,-0.56,NVDA2517D155
2024-12-17,0.35,NVDA2517D155
2024-12-18,-1.5,NVDA2517D155
2024-12-19,-1.1,NVDA2517D155
2024-12-20,1.05,NVDA2517D155
2024-12-23,0.95,NVDA2517D155
2024-12-24,-0.5,NVDA2517D155
2024-12-26,0.04,NVDA2517D155
2024-12-27,-0.6,NVDA2517D155
2024-12-30,0.84,NVDA2517D155
2024-12-31,-1.5,NVDA2517D155
2025-01-02,1.14,NVDA2517D155
2025-01-03,1.94,NVDA2517D155
2025-01-06,0.44,NVDA2517D155
2025-01-07,-6.15,NVDA2517D155
2025-01-08,-1.75,NVDA2517D155
2025-01-10,-0.91,NVDA2517D155
2025-01-13,6.4,NVDA2517D155
2025-01-14,-1.75,NVDA2517D155
2025-01-15,0.45,NVDA2517D155
2025-01-16,-1.91,NVDA2517D155
2025-01-17,0.0,NVDA2517D155
2025-01-21,-0.8,NVDA2517D155
2025-01-22,1.19,NVDA2517D155
2025-01-23,0.19,NVDA2517D155
2025-01-24,-2.75,NVDA2517D155
2025-01-27,-1.2,NVDA2517D155
2025-01-28,0.69,NVDA2517D155
2025-01-29,0.29,NVDA2517D155
2025-01-30,-0.31,NVDA2517D155
2025-01-31,-0.86,NVDA2517D155
2025-02-03,0.16,NVDA2517D155
2025-02-04,-0.16,NVDA2517D155
2025-02-05,0.19,NVDA2517D155
2025-02-06,4.3,NVDA2517D155
2025-02-07,0.2,NVDA2517D155
2025-02-10,0.54,NVDA2517D155
2025-02-11,-0.21,NVDA2517D155
2025-02-12,0.19,NVDA2517D155
2025-02-13,0.95,NVDA2517D155
2025-02-14,0.39,NVDA2517D155
2025-02-18,5.9,NVDA2517D155
2025-02-19,-0.45,NVDA2517D155
2025-02-20,-0.25,NVDA2517D155
2025-02-21,4.25,NVDA2517D155
2025-02-24,-1.21,NVDA2517D155
2025-02-25,3.05,NVDA2517D155
2025-02-26,-0.31,NVDA2517D155
2025-02-27,-2.14,NVDA2517D155
2025-02-28,0.52,NVDA2517D155
2025-03-03,-0.65,NVDA2517D155
2025-03-04,0.77,NVDA2517D155
2025-03-05,-0.23,NVDA2517D155
2025-03-06,0.41,NVDA2517D155
2025-03-07,0.49,NVDA2517D155
2025-03-10,-0.1,NVDA2517D155
2025-03-11,0.0,NVDA2517D155
2025-03-12,-0.05,NVDA2517D155
2025-03-13,-0.12,NVDA2517D155
2025-03-14,-0.06,NVDA2517D155
2025-03-17,-0.24,NVDA2517D155
2025-03-18,0.24,NVDA2517D155
2025-03-19,-0.08,NVDA2517D155
2025-03-20,0.15,NVDA2517D155
2025-03-21,-0.05,NVDA2517D155
2025-03-24,-0.03,NVDA2517D155
2025-03-25,-0.05,NVDA2517D155
2025-03-26,-0.07,NVDA2517D155
2025-03-27,0.03,NVDA2517D155
2025-03-28,-0.03,NVDA2517D155
2025-03-31,-0.03,NVDA2517D155
2025-04-01,-0.02,NVDA2517D155
2025-04-02,0.0,NVDA2517D155
2025-04-03,-0.02,NVDA2517D155
2025-04-04,-0.02,NVDA2517D155
2025-04-07,-0.03,NVDA2517D155
2025-04-08,-0.01,NVDA2517D155
2025-04-09,0.01,NVDA2517D155
2025-04-10,0.03,NVDA2517D155
2025-04-11,-0.04,NVDA2517D155
2025-04-14,-0.05,NVDA2517D155
2025-04-15,-0.01,NVDA2517D155
2025-04-16,-0.01,NVDA2517D155
2025-04-17,-0.01,NVDA2517D155
2024-11-08,15.45,NVDA2517D160
2024-11-11,-1.25,NVDA2517D160
2024-11-12,0.85,NVDA2517D160
2024-11-13,-1.46,NVDA2517D160
2024-11-14,-0.2,NVDA2517D160
2024-11-15,-0.75,NVDA2517D160
2024-11-18,-0.41,NVDA2517D160
2024-11-19,1.84,NVDA2517D160
2024-11-20,-0.41,NVDA2517D160
2024-11-21,-0.61,NVDA2517D160
2024-11-22,-2.35,NVDA2517D160
2024-11-25,-2.75,NVDA2517D160
2024-11-26,-1.06,NVDA2517D160
2024-11-27,-0.16,NVDA2517D160
2024-11-29,0.65,NVDA2517D160
2024-12-02,-0.25,NVDA2517D160
2024-12-03,0.25,NVDA2517D160
2024-12-04,1.2,NVDA2517D160
2024-12-05,-0.11,NVDA2517D160
2024-12-06,-0.91,NVDA2517D160
2024-12-09,0.0,NVDA2517D160
2024-12-10,-1.45,NVDA2517D160
2024-12-11,1.0,NVDA2517D160
2024-12-12,0.04,NVDA2517D160
2024-12-13,-1.5,NVDA2517D160
2024-12-16,-0.56,NVDA2517D160
2024-12-17,0.35,NVDA2517D160
2024-12-18,-1.11,NVDA2517D160
2024-12-19,-1.55,NVDA2517D160
2024-12-20,0.25,NVDA2517D160
2024-12-23,0.69,NVDA2517D160
2024-12-24,-0.41,NVDA2517D160
2024-12-26,0.05,NVDA2517D160
2024-12-27,-0.6,NVDA2517D160
2024-12-30,7.8,NVDA2517D160
2024-12-31,-1.3,NVDA2517D160
2025-01-02,0.7,NVDA2517D160
2025-01-03,10.15,NVDA2517D160
2025-01-06,0.65,NVDA2517D160
2025-01-07,-5.9,NVDA2517D160
2025-01-08,-1.55,NVDA2517D160
2025-01-10,-0.8,NVDA2517D160
2025-01-13,0.4,NVDA2517D160
2025-01-14,-1.41,NVDA2517D160
2025-01-15,0.25,NVDA2517D160
2025-01-16,-1.61,NVDA2517D160
2025-01-17,0.09,NVDA2517D160
2025-01-21,0.09,NVDA2517D160
2025-01-22,1.14,NVDA2517D160
2025-01-23,0.5,NVDA2517D160
2025-01-24,-2.3,NVDA2517D160
2025-01-27,-0.77,NVDA2517D160
2025-01-28,0.65,NVDA2517D160
2025-01-29,0.29,NVDA2517D160
2025-01-30,0.7,NVDA2517D160
2025-01-31,-0.6,NVDA2517D160
2025-02-03,0.08,NVDA2517D160
2025-02-04,-0.15,NVDA2517D160
2025-02-05,0.23,NVDA2517D160
2025-02-06,-0.15,NVDA2517D160
2025-02-07,0.19,NVDA2517D160
2025-02-10,0.3,NVDA2517D160
2025-02-11,-0.15,NVDA2517D160
2025-02-12,0.15,NVDA2517D160
2025-02-13,0.14,NVDA2517D160
2025-02-14,0.15,NVDA2517D160
2025-02-18,-1.0,NVDA2517D160
2025-02-19,-0.5,NVDA2517D160
2025-02-20,-0.3,NVDA2517D160
2025-02-21,3.2,NVDA2517D160
2025-02-24,-1.0,NVDA2517D160
2025-02-25,-0.47,NVDA2517D160
2025-02-26,-0.3,NVDA2517D160
2025-02-27,-1.79,NVDA2517D160
2025-02-28,0.37,NVDA2517D160
2025-03-03,0.52,NVDA2517D160
2025-03-04,0.1,NVDA2517D160
2025-03-05,-0.17,NVDA2517D160
2025-03-06,-0.1,NVDA2517D160
2025-03-07,0.07,NVDA2517D160
2025-03-10,-0.04,NVDA2517D160
2025-03-11,-0.05,NVDA2517D160
2025-03-12,-0.04,NVDA2517D160
2025-03-13,-0.1,NVDA2517D160
2025-03-14,-0.04,NVDA2517D160
2025-03-17,-0.15,NVDA2517D160
2025-03-18,-0.11,NVDA2517D160
2025-03-19,-0.02,NVDA2517D160
2025-03-20,0.11,NVDA2517D160
2025-03-21,-0.03,NVDA2517D160
2025-03-24,-0.03,NVDA2517D160
2025-03-25,0.04,NVDA2517D160
2025-03-26,-0.03,NVDA2517D160
2025-03-27,-0.02,NVDA2517D160
2025-03-28,-0.01,NVDA2517D160
2025-03-31,0.02,NVDA2517D160
2025-04-01,-0.01,NVDA2517D160
2025-04-02,-0.01,NVDA2517D160
2025-04-03,-0.01,NVDA2517D160
2025-04-04,-0.01,NVDA2517D160
2025-04-07,-0.01,NVDA2517D160
2025-04-08,-0.02,NVDA2517D160
2025-04-09,-0.01,NVDA2517D160
2025-04-10,-0.02,NVDA2517D160
2025-04-11,-0.03,NVDA2517D160
2025-04-14,-0.05,NVDA2517D160
2025-04-15,-0.01,NVDA2517D160
2025-04-16,-0.01,NVDA2517D160
2025-04-17,-0.01,NVDA2517D160
2024-11-08,-1.25,NVDA2517D165
2024-11-11,-1.31,NVDA2517D165
2024-11-12,0.04,NVDA2517D165
2024-11-13,-1.31,NVDA2517D165
2024-11-14,-0.56,NVDA2517D165
2024-11-15,-0.46,NVDA2517D165
2024-11-18,11.0,NVDA2517D165
2024-11-19,1.69,NVDA2517D165
2024-11-20,-0.7,NVDA2517D165
2024-11-21,-2.0,NVDA2517D165
2024-11-22,-1.95,NVDA2517D165
2024-11-25,-2.31,NVDA2517D165
2024-11-26,-1.0,NVDA2517D165
2024-11-27,-0.21,NVDA2517D165
2024-11-29,0.39,NVDA2517D165
2024-12-02,-0.31,NVDA2517D165
2024-12-03,-0.16,NVDA2517D165
2024-12-04,1.1,NVDA2517D165
2024-12-05,-0.16,NVDA2517D165
2024-12-06,-1.0,NVDA2517D165
2024-12-09,0.04,NVDA2517D165
2024-12-10,-1.56,NVDA2517D165
2024-12-11,0.79,NVDA2517D165
2024-12-12,0.04,NVDA2517D165
2024-12-13,-1.05,NVDA2517D165
2024-12-16,-0.5,NVDA2517D165
2024-12-17,0.29,NVDA2517D165
2024-12-18,-0.61,NVDA2517D165
2024-12-19,0.0,NVDA2517D165
2024-12-20,0.4,NVDA2517D165
2024-12-23,0.5,NVDA2517D165
2024-12-24,-0.55,NVDA2517D165
2024-12-26,-0.11,NVDA2517D165
2024-12-27,-0.75,NVDA2517D165
2024-12-30,0.6,NVDA2517D165
2024-12-31,-0.91,NVDA2517D165
2025-01-02,0.65,NVDA2517D165
2025-01-03,1.29,NVDA2517D165
2025-01-06,-0.75,NVDA2517D165
2025-01-07,-5.35,NVDA2517D165
2025-01-08,-1.21,NVDA2517D165
2025-01-10,-0.8,NVDA2517D165
2025-01-13,0.39,NVDA2517D165
2025-01-14,-0.95,NVDA2517D165
2025-01-15,0.59,NVDA2517D165
2025-01-16,-1.1,NVDA2517D165
2025-01-17,0.0,NVDA2517D165
2025-01-21,0.2,NVDA2517D165
2025-01-22,0.95,NVDA2517D165
2025-01-23,0.34,NVDA2517D165
2025-01-24,-3.05,NVDA2517D165
2025-01-27,-0.92,NVDA2517D165
2025-01-28,0.2,NVDA2517D165
2025-01-29,0.37,NVDA2517D165
2025-01-30,0.44,NVDA2517D165
2025-01-31,-0.53,NVDA2517D165
2025-02-03,0.03,NVDA2517D165
2025-02-04,-0.11,NVDA2517D165
2025-02-05,0.08,NVDA2517D165
2025-02-06,-0.17,NVDA2517D165
2025-02-07,0.14,NVDA2517D165
2025-02-10,0.35,NVDA2517D165
2025-02-11,-0.21,NVDA2517D165
2025-02-12,2.75,NVDA2517D165
2025-02-13,0.62,NVDA2517D165
2025-02-14,0.05,NVDA2517D165
2025-02-18,-1.0,NVDA2517D165
2025-02-19,-0.36,NVDA2517D165
2025-02-20,-0.21,NVDA2517D165
2025-02-21,-0.96,NVDA2517D165
2025-02-24,-0.72,NVDA2517D165
2025-02-25,-0.38,NVDA2517D165
2025-02-26,-0.36,NVDA2517D165
2025-02-27,0.56,NVDA2517D165
2025-02-28,0.3,NVDA2517D165
2025-03-03,-0.31,NVDA2517D165
2025-03-04,0.08,NVDA2517D165
2025-03-05,-0.12,NVDA2517D165
2025-03-06,-0.09,NVDA2517D165
2025-03-07,0.04,NVDA2517D165
2025-03-10,-0.06,NVDA2517D165
2025-03-11,-0.03,NVDA2517D165
2025-03-12,-0.05,NVDA2517D165
2025-03-13,-0.09,NVDA2517D165
2025-03-14,-0.06,NVDA2517D165
2025-03-17,-0.11,NVDA2517D165
2025-03-18,-0.08,NVDA2517D165
2025-03-19,-0.05,NVDA2517D165
2025-03-20,0.08,NVDA2517D165
2025-03-21,-0.06,NVDA2517D165
2025-03-24,-0.04,NVDA2517D165
2025-03-25,-0.03,NVDA2517D165
2025-03-26,-0.13,NVDA2517D165
2025-03-27,-0.02,NVDA2517D165
2025-03-28,-0.01,NVDA2517D165
2025-03-31,-0.01,NVDA2517D165
2025-04-01,-0.02,NVDA2517D165
2025-04-02,-0.01,NVDA2517D165
2025-04-03,-0.03,NVDA2517D165
2025-04-04,-0.03,NVDA2517D165
2025-04-07,-0.04,NVDA2517D165
2025-04-08,-0.03,NVDA2517D165
2025-04-09,-0.01,NVDA2517D165
2025-04-10,-0.04,NVDA2517D165
2025-04-11,-0.04,NVDA2517D165
2025-04-14,-0.05,NVDA2517D165
2025-04-15,-0.01,NVDA2517D165
2025-04-16,-0.01,NVDA2517D165
2025-04-17,-0.01,NVDA2517D165
2024-11-13,-0.1,NVDA2517D70
2024-11-15,-2.11,NVDA2517D70
2024-11-20,-0.46,NVDA2517D70
2024-11-22,-0.35,NVDA2517D70
2024-11-25,-0.11,NVDA2517D70
2024-12-04,-0.71,NVDA2517D70
2024-12-05,-0.21,NVDA2517D70
2024-12-06,-0.65,NVDA2517D70
2024-12-16,-0.75,NVDA2517D70
2024-12-17,-0.15,NVDA2517D70
2024-12-18,-0.4,NVDA2517D70
2024-12-19,1.45,NVDA2517D70
2024-12-27,0.5,NVDA2517D70
2024-12-30,0.7,NVDA2517D70
2025-01-03,1.69,NVDA2517D70
2025-01-06,0.9,NVDA2517D70
2025-01-07,-2.3,NVDA2517D70
2025-01-10,-2.9,NVDA2517D70
2025-01-13,-0.4,NVDA2517D70
2025-01-14,0.04,NVDA2517D70
2025-01-15,-0.45,NVDA2517D70
2025-01-17,-0.85,NVDA2517D70
2025-01-21,0.9,NVDA2517D70
2025-01-22,0.2,NVDA2517D70
2025-01-23,-1.0,NVDA2517D70
2025-01-24,-0.86,NVDA2517D70
2025-01-27,-9.46,NVDA2517D70
2025-01-28,5.0,NVDA2517D70
2025-01-29,-2.66,NVDA2517D70
2025-01-30,5.14,NVDA2517D70
2025-01-31,-4.46,NVDA2517D70
2025-02-03,1.75,NVDA2517D70
2025-02-04,-1.71,NVDA2517D70
2025-02-05,0.45,NVDA2517D70
2025-02-06,1.34,NVDA2517D70
2025-02-10,2.05,NVDA2517D70
2025-02-11,-0.55,NVDA2517D70
2025-02-12,-0.16,NVDA2517D70
2025-02-14,0.79,NVDA2517D70
2025-02-18,-3.46,NVDA2517D70
2025-02-19,0.34,NVDA2517D70
2025-02-21,-5.46,NVDA2517D70
2025-02-24,-2.41,NVDA2517D70
2025-02-25,-2.5,NVDA2517D70
2025-02-26,0.85,NVDA2517D70
2025-02-27,-4.16,NVDA2517D70
2025-02-28,3.0,NVDA2517D70
2025-03-03,-7.3,NVDA2517D70
2025-03-04,3.25,NVDA2517D70
2025-03-05,1.45,NVDA2517D70
2025-03-06,-2.0,NVDA2517D70
2025-03-07,-0.25,NVDA2517D70
2025-03-10,-3.25,NVDA2517D70
2025-03-11,-0.56,NVDA2517D70
2025-03-12,0.8,NVDA2517D70
2025-03-13,0.25,NVDA2517D70
2025-03-14,1.29,NVDA2517D70
2025-03-17,-2.36,NVDA2517D70
2025-03-18,-1.25,NVDA2517D70
2025-03-19,-0.5,NVDA2517D70
2025-03-20,0.0,NVDA2517D70
2025-03-21,0.39,NVDA2517D70
2025-03-24,-1.65,NVDA2517D70
2025-03-25,-0.25,NVDA2517D70
2025-03-26,-2.91,NVDA2517D70
2025-03-27,-0.25,NVDA2517D70
2025-03-28,-1.05,NVDA2517D70
2025-03-31,3.09,NVDA2517D70
2025-04-01,-0.25,NVDA2517D70
2025-04-02,1.1,NVDA2517D70
2025-04-03,-1.95,NVDA2517D70
2025-04-04,-3.91,NVDA2517D70
2025-04-07,6.55,NVDA2517D70
2025-04-08,-10.15,NVDA2517D70
2025-04-09,14.14,NVDA2517D70
2025-04-10,-2.21,NVDA2517D70
2025-04-11,2.05,NVDA2517D70
2025-04-14,-1.7,NVDA2517D70
2025-04-15,0.25,NVDA2517D70
2025-04-16,-2.45,NVDA2517D70
2025-04-17,-1.86,NVDA2517D70
2025-04-09,15.0,NVDA2517D71
2025-04-10,1.79,NVDA2517D71
2025-04-14,-1.25,NVDA2517D71
2025-04-15,-0.25,NVDA2517D71
2025-04-09,-0.91,NVDA2517D72
2025-04-10,-1.86,NVDA2517D72
2025-04-14,-2.35,NVDA2517D72
2025-04-16,-0.11,NVDA2517D72
2025-04-08,-3.6,NVDA2517D73
2025-04-14,-2.65,NVDA2517D73
2025-04-15,-0.25,NVDA2517D73
2025-04-16,-0.05,NVDA2517D73
2025-04-08,-3.31,NVDA2517D74
2025-04-09,-0.25,NVDA2517D74
2025-04-11,0.75,NVDA2517D74
2025-04-14,-0.25,NVDA2517D74
2025-04-15,-0.3,NVDA2517D74
2025-04-16,-0.06,NVDA2517D74
2024-11-11,-0.7,NVDA2517D75
2024-11-12,-0.96,NVDA2517D75
2024-11-13,-0.9,NVDA2517D75
2024-11-14,-1.71,NVDA2517D75
2024-11-15,-0.21,NVDA2517D75
2024-11-18,-0.25,NVDA2517D75
2024-11-20,-0.81,NVDA2517D75
2024-11-21,-1.1,NVDA2517D75
2024-11-22,-0.7,NVDA2517D75
2024-11-26,-0.25,NVDA2517D75
2024-11-27,1.2,NVDA2517D75
2024-12-02,-0.36,NVDA2517D75
2024-12-04,-0.5,NVDA2517D75
2024-12-05,-0.55,NVDA2517D75
2024-12-09,-5.15,NVDA2517D75
2024-12-10,-0.15,NVDA2517D75
2024-12-11,0.45,NVDA2517D75
2024-12-13,-0.25,NVDA2517D75
2024-12-16,-0.25,NVDA2517D75
2024-12-17,-0.71,NVDA2517D75
2024-12-18,-0.8,NVDA2517D75
2024-12-19,-0.86,NVDA2517D75
2024-12-23,1.7,NVDA2517D75
2024-12-26,-0.3,NVDA2517D75
2024-12-27,0.1,NVDA2517D75
2024-12-31,-2.65,NVDA2517D75
2025-01-06,-0.45,NVDA2517D75
2025-01-07,-0.25,NVDA2517D75
2025-01-10,-0.4,NVDA2517D75
2025-01-13,-0.71,NVDA2517D75
2025-01-14,-0.2,NVDA2517D75
2025-01-16,-0.9,NVDA2517D75
2025-01-17,-0.55,NVDA2517D75
2025-01-21,1.35,NVDA2517D75
2025-01-22,1.7,NVDA2517D75
2025-01-23,-0.16,NVDA2517D75
2025-01-24,-0.21,NVDA2517D75
2025-01-27,-8.11,NVDA2517D75
2025-01-28,8.14,NVDA2517D75
2025-01-29,-1.25,NVDA2517D75
2025-01-30,-0.86,NVDA2517D75
2025-01-31,-6.65,NVDA2517D75
2025-02-03,2.44,NVDA2517D75
2025-02-04,-1.21,NVDA2517D75
2025-02-05,0.29,NVDA2517D75
2025-02-06,0.29,NVDA2517D75
2025-02-07,0.59,NVDA2517D75
2025-02-10,-0.25,NVDA2517D75
2025-02-13,-0.25,NVDA2517D75
2025-02-19,0.79,NVDA2517D75
2025-02-20,-0.21,NVDA2517D75
2025-02-21,-0.15,NVDA2517D75
2025-02-25,-0.65,NVDA2517D75
2025-02-26,-0.15,NVDA2517D75
2025-02-27,-9.21,NVDA2517D75
2025-02-28,3.95,NVDA2517D75
2025-03-03,-8.46,NVDA2517D75
2025-03-04,3.04,NVDA2517D75
2025-03-05,0.45,NVDA2517D75
2025-03-06,-3.21,NVDA2517D75
2025-03-07,0.54,NVDA2517D75
2025-03-10,0.05,NVDA2517D75
2025-03-11,0.89,NVDA2517D75
2025-03-12,-0.9,NVDA2517D75
2025-03-13,-0.05,NVDA2517D75
2025-03-14,-0.1,NVDA2517D75
2025-03-17,0.2,NVDA2517D75
2025-03-18,-0.36,NVDA2517D75
2025-03-19,-0.3,NVDA2517D75
2025-03-20,-0.05,NVDA2517D75
2025-03-21,0.0,NVDA2517D75
2025-03-24,-0.81,NVDA2517D75
2025-03-25,1.09,NVDA2517D75
2025-03-26,0.0,NVDA2517D75
2025-03-27,-1.91,NVDA2517D75
2025-03-28,-1.25,NVDA2517D75
2025-03-31,1.69,NVDA2517D75
2025-04-01,1.0,NVDA2517D75
2025-04-02,1.64,NVDA2517D75
2025-04-03,-1.7,NVDA2517D75
2025-04-04,-0.41,NVDA2517D75
2025-04-07,8.3,NVDA2517D75
2025-04-08,-6.6,NVDA2517D75
2025-04-09,14.0,NVDA2517D75
2025-04-10,-2.46,NVDA2517D75
2025-04-11,0.35,NVDA2517D75
2025-04-14,-2.05,NVDA2517D75
2025-04-15,0.44,NVDA2517D75
2025-04-16,-5.11,NVDA2517D75
2025-04-17,-2.9,NVDA2517D75
2025-04-08,-1.65,NVDA2517D76
2025-04-09,13.35,NVDA2517D76
2025-04-10,-0.05,NVDA2517D76
2025-04-14,-0.3,NVDA2517D76
2025-04-15,-1.5,NVDA2517D76
2025-04-16,-0.2,NVDA2517D76
2025-04-08,-0.31,NVDA2517D77
2025-04-09,11.3,NVDA2517D77
2025-04-11,-0.5,NVDA2517D77
2025-04-14,-1.81,NVDA2517D77
2025-04-15,0.54,NVDA2517D77
2025-04-16,-2.9,NVDA2517D77
2025-04-17,-0.91,NVDA2517D77
2025-04-08,-5.95,NVDA2517D78
2025-04-09,10.7,NVDA2517D78
2025-04-10,-0.4,NVDA2517D78
2025-04-11,1.05,NVDA2517D78
2025-04-14,-2.05,NVDA2517D78
2025-04-08,-3.5,NVDA2517D79
2025-04-09,12.39,NVDA2517D79
2025-04-10,-0.95,NVDA2517D79
2025-04-14,-2.15,NVDA2517D79
2025-04-15,0.25,NVDA2517D79
2025-04-16,-0.5,NVDA2517D79
2024-11-11,-0.7,NVDA2517D80
2024-11-12,-0.25,NVDA2517D80
2024-11-13,-0.35,NVDA2517D80
2024-11-14,0.5,NVDA2517D80
2024-11-15,-0.6,NVDA2517D80
2024-11-18,-0.25,NVDA2517D80
2024-11-19,-0.21,NVDA2517D80
2024-11-20,0.1,NVDA2517D80
2024-11-21,-2.96,NVDA2517D80
2024-11-25,-0.36,NVDA2517D80
2024-11-27,-2.4,NVDA2517D80
2024-12-02,-0.66,NVDA2517D80
2024-12-04,3.04,NVDA2517D80
2024-12-05,-0.56,NVDA2517D80
2024-12-09,0.6,NVDA2517D80
2024-12-10,-1.96,NVDA2517D80
2024-12-11,1.95,NVDA2517D80
2024-12-12,-0.45,NVDA2517D80
2024-12-13,-3.61,NVDA2517D80
2024-12-16,-1.05,NVDA2517D80
2024-12-17,0.85,NVDA2517D80
2024-12-18,-8.15,NVDA2517D80
2024-12-19,0.64,NVDA2517D80
2024-12-20,0.89,NVDA2517D80
2024-12-23,0.75,NVDA2517D80
2024-12-24,0.2,NVDA2517D80
2024-12-26,0.75,NVDA2517D80
2024-12-27,-2.06,NVDA2517D80
2024-12-30,1.39,NVDA2517D80
2024-12-31,0.39,NVDA2517D80
2025-01-02,-0.3,NVDA2517D80
2025-01-03,0.44,NVDA2517D80
2025-01-06,-0.45,NVDA2517D80
2025-01-07,-1.46,NVDA2517D80
2025-01-10,-0.96,NVDA2517D80
2025-01-13,-0.5,NVDA2517D80
2025-01-14,-0.2,NVDA2517D80
2025-01-15,0.25,NVDA2517D80
2025-01-16,1.04,NVDA2517D80
2025-01-17,0.6,NVDA2517D80
2025-01-22,-0.46,NVDA2517D80
2025-01-23,-0.21,NVDA2517D80
2025-01-24,0.05,NVDA2517D80
2025-01-27,-7.2,NVDA2517D80
2025-01-28,5.85,NVDA2517D80
2025-01-29,-0.5,NVDA2517D80
2025-01-30,2.6,NVDA2517D80
2025-01-31,-3.45,NVDA2517D80
2025-02-03,1.89,NVDA2517D80
2025-02-04,-0.4,NVDA2517D80
2025-02-05,1.65,NVDA2517D80
2025-02-06,1.35,NVDA2517D80
2025-02-07,-0.56,NVDA2517D80
2025-02-10,2.2,NVDA2517D80
2025-02-11,-0.11,NVDA2517D80
2025-02-13,-0.4,NVDA2517D80
2025-02-14,-1.05,NVDA2517D80
2025-02-19,0.79,NVDA2517D80
2025-02-21,-5.75,NVDA2517D80
2025-02-24,-1.65,NVDA2517D80
2025-02-25,-0.46,NVDA2517D80
2025-02-26,-0.5,NVDA2517D80
2025-02-27,-6.1,NVDA2517D80
2025-02-28,3.25,NVDA2517D80
2025-03-03,-5.86,NVDA2517D80
2025-03-04,1.3,NVDA2517D80
2025-03-05,0.55,NVDA2517D80
2025-03-06,-3.06,NVDA2517D80
2025-03-07,-1.0,NVDA2517D80
2025-03-10,-3.5,NVDA2517D80
2025-03-11,1.09,NVDA2517D80
2025-03-12,0.69,NVDA2517D80
2025-03-13,-0.25,NVDA2517D80
2025-03-14,0.7,NVDA2517D80
2025-03-17,-2.66,NVDA2517D80
2025-03-18,-1.06,NVDA2517D80
2025-03-19,0.79,NVDA2517D80
2025-03-20,-0.25,NVDA2517D80
2025-03-21,-0.15,NVDA2517D80
2025-03-24,0.75,NVDA2517D80
2025-03-25,1.0,NVDA2517D80
2025-03-26,-4.55,NVDA2517D80
2025-03-27,0.75,NVDA2517D80
2025-03-28,-1.65,NVDA2517D80
2025-03-31,3.0,NVDA2517D80
2025-04-01,0.89,NVDA2517D80
2025-04-02,0.89,NVDA2517D80
2025-04-03,-1.2,NVDA2517D80
2025-04-04,-1.56,NVDA2517D80
2025-04-07,7.65,NVDA2517D80
2025-04-08,-6.36,NVDA2517D80
2025-04-09,13.15,NVDA2517D80
2025-04-10,-2.0,NVDA2517D80
2025-04-11,1.35,NVDA2517D80
2025-04-14,-2.15,NVDA2517D80
2025-04-15,-0.31,NVDA2517D80
2025-04-16,-0.56,NVDA2517D80
2025-04-17,-2.95,NVDA2517D80
2025-04-08,-9.1,NVDA2517D81
2025-04-09,13.44,NVDA2517D81
2025-04-10,-1.85,NVDA2517D81
2025-04-14,-3.36,NVDA2517D81
2025-04-15,-0.1,NVDA2517D81
2025-04-16,-3.0,NVDA2517D81
2025-04-17,-2.75,NVDA2517D81
2025-04-07,8.55,NVDA2517D82
2025-04-08,-6.75,NVDA2517D82
2025-04-09,12.75,NVDA2517D82
2025-04-10,-0.2,NVDA2517D82
2025-04-11,1.3,NVDA2517D82
2025-04-14,-4.21,NVDA2517D82
2025-04-15,0.0,NVDA2517D82
2025-04-16,-2.65,NVDA2517D82
2025-04-17,-2.25,NVDA2517D82
2025-04-07,6.19,NVDA2517D83
2025-04-08,-5.65,NVDA2517D83
2025-04-09,14.05,NVDA2517D83
2025-04-10,-1.95,NVDA2517D83
2025-04-14,-2.06,NVDA2517D83
2025-04-15,-0.5,NVDA2517D83
2025-04-16,-1.65,NVDA2517D83
2025-04-17,-2.2,NVDA2517D83
2025-04-07,7.05,NVDA2517D84
2025-04-08,-6.7,NVDA2517D84
2025-04-09,14.05,NVDA2517D84
2025-04-10,-2.56,NVDA2517D84
2025-04-11,-1.75,NVDA2517D84
2025-04-14,-2.06,NVDA2517D84
2025-04-15,-0.15,NVDA2517D84
2025-04-16,-1.65,NVDA2517D84
2025-04-17,-2.65,NVDA2517D84
2024-11-08,-0.7,NVDA2517D85
2024-11-11,-0.55,NVDA2517D85
2024-11-12,-0.21,NVDA2517D85
2024-11-13,-0.25,NVDA2517D85
2024-11-15,-1.55,NVDA2517D85
2024-11-18,-0.25,NVDA2517D85
2024-11-19,-0.25,NVDA2517D85
2024-11-20,-0.36,NVDA2517D85
2024-11-21,-0.5,NVDA2517D85
2024-11-22,-0.56,NVDA2517D85
2024-11-25,-0.2,NVDA2517D85
2024-11-26,-0.71,NVDA2517D85
2024-11-27,-0.25,NVDA2517D85
2024-12-04,1.79,NVDA2517D85
2024-12-05,-0.65,NVDA2517D85
